title,price,link
"HP 255 G10 AMD Ryzen 5 Quad Core 7520U 2.8Ghz Upto 4.3Ghz - (8 GB/512 GB SSD) 255 G10 Thin and Light Laptop (15.6 inch, Matt Silver, 1.45 kg)","₹29,990",/HP-Ryzen-7520U-2-8Ghz-4-3Ghz/dp/B0DS8Y725N/ref=sr_1_4?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-4
"FUTOPIA ULTIMUS Elite 10th Gen Intel core i5 8 GB RAM/ 512GB SSD, 14.1-inch (35.8 cm) FHD IPS Display Type-C Port Win 11 Home Cloud Silver 1.30 Kg RJ45 Port Thin & Light NU14U3INF56BN-CS","₹21,490",/sspa/click?ie=UTF8&spc=MTo2MjU3OTA2OTA0NjgwNDQ3OjE3NDQwODc0NDk6c3BfbXRmOjMwMDA3MjA4NTY5MjMzMjo6MDo6&url=%2FULTIMUS-All-new-14-1-inch-Display-NU14U3INF56BN-CS%2Fdp%2FB0C46JV581%2Fref%3Dsr_1_12_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087449%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Samsung Galaxy Book3 Pro Intel 13th Gen i5 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/Graphite/1.17Kg), NP940XFG-KC1IN","₹97,150",/Samsung-35-56cm-Dynamic-Graphite-NP940XFG-KC1IN/dp/B0BSH3JFP2/ref=sr_1_32?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-32
"JioBook 11 with Lifetime Office/Android 4G Laptop Mediatek 8788 (JioOS) / Octa-core/ 4GB RAM / 64 eMMC Storage/Thin and Light Laptop (11.6 inch, 990 Grams)/ Dual Band WiFi + SIM/Blue","₹12,990",/JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=sr_1_7?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-7
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office 2021, Mixed Black, 1.63KG, E1504FA-NJ542WS, Alexa Built-in, Thin & Light Laptop","₹40,990",/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_22?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-22
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","₹54,790",/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0D143SJ9R/ref=sr_1_37?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-37
"HP 15s, AMD Ryzen 5 5500U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, HD Camera, Dual Speakers, eq2144AU","₹36,990",/HP-Anti-Glare-15-6-inch-Graphics-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_46?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-46
"ASUS Zenbook Duo,14"" 3K OLED, Touch Screen Laptop,Intel Core Ultra 9,(32GB RAM/1 TB SSD/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Inkwell Gray/1.65 Kg),UX8406CA-PZ106WS","₹2,39,990",/sspa/click?ie=UTF8&spc=MTo0MjE1MDgwODYyNzcwMjQwOjE3NDQwODc0ODY6c3BfYnRmOjMwMDQ3OTYzMDY3OTAzMjo6MDo6&url=%2FASUS-Zenbook-Windows-Inkwell-UX8406CA-PZ106WS%2Fdp%2FB0DSHWRW9L%2Fref%3Dsr_1_53_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087486%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo IdeaPad Slim 3, Intel Core i3-1305U, 13th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, MS Office 2021, Arctic Grey, 1.62Kg, 82X700C8IN, Alexa Built-in, 3 Month Game Pass Laptop","₹37,840",/sspa/click?ie=UTF8&spc=MTo0MjE1MDgwODYyNzcwMjQwOjE3NDQwODc0ODY6c3BfYXRmX25leHQ6MzAwNDU0NTA3OTI2ODMyOjowOjo&url=%2FLenovo-IdeaPad-i3-1305U-Windows-82X700C8IN%2Fdp%2FB0DR8NCVY1%2Fref%3Dsr_1_34_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087486%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
ZORBES® Laptop Holder for Desk with Silicone to Protect Notebook Vertical Laptop Stand Holder with Sizes Adjustable Dual Slots Laptop Dock for iPad MacBook Stand 13 Inch Phone Stand Organizer Rack,₹889,/ZORBES%C2%AE-Vertical-MacBook-Organizer-Chromebook/dp/B0B3J4P93M/ref=sr_1_66?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-66
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver","₹99,900",/sspa/click?ie=UTF8&spc=MTo2OTc5NTM1ODM2NjM4MTcxOjE3NDQwODc0OTU6c3BfbXRmOjMwMDQ5OTQ1MzM0NzczMjo6MDo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDX3JF4%2Fref%3Dsr_1_60_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087495%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP 15, 13th Gen Intel Core i5-1334U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Iris Xe Graphics, FHD Camera, Backlit KB, fd0316TU/fd0315TU","₹56,990",/HP-i5-1334U-Anti-glare-15-6-inch-Graphics/dp/B0D4LWYWF9/ref=sr_1_45?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-45
"Dyazo Water Resistant Laptop Sleeve with Handle Compatible for 15 Inch to 15.6"" Inches laptops & Notebooks - Grey",₹299,/Dyazo-Resistant-Compatible-laptops-Notebooks/dp/B09BFV96TS/ref=sr_1_52?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-52
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam","₹16,990",/Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B0D9RXH8X5/ref=sr_1_10?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-10
"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey",N/A,/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_36?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-36
"ASUS Vivobook 15, Intel Core i3-1215U, 8GB RAM, 512GB SSD, FHD 16:9 60Hz 250nits, 15.6""/39.6cm, Windows 11 Home, Office 2021, Cool Silver, 1.7KG, X1504ZA-NJ320WS, Intel UHD Graphics, Backlit Laptop","₹32,990",/ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_52?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-52
"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EHIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop","₹91,130",/Lenovo-7435HS-4060-8GB-Windows-83JC00EHIN/dp/B0DPQJZ3JR/ref=sr_1_49?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-49
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","₹22,990",/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_21?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-21
"Lenovo Ideapad 1 AMD Ryzen 5 5625U (16GB RAM/512GB SSD/Windows 11/Office Home 2024/15.6 Inch (39.6Cm)/FHD IPS Display/3Months Game Pass/Arctic Grey/1.6Kg), 82R4010DIN Laptop","₹40,990",/sspa/click?ie=UTF8&spc=MTo4NzI1Mzg2OTgyNTk0ODU5OjE3NDQwODc0NzA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDUyNTIxNjM4ODkzMjo6Mzo6&url=%2FLenovo-Ideapad-Windows-Display-82R4010DIN%2Fdp%2FB0DT3SBQM7%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DT3SBQM7%26pd_rd_r%3D90dbb0c0-c8c4-4e36-a355-f15417d25fd2%26pd_rd_w%3DQBoPY%26pd_rd_wg%3DW0Azq%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DGMFJEB9N19BB3EWD8Z29%26qid%3D1744087470%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Samsung Galaxy Book4 (Silver, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core 5 120U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","₹58,990",/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0CX4Y81W8/ref=sr_1_39?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-39
