title,price,link
"Acer Aspire 3, Intel Celeron N4500 Processor(8GBRAM /512GB SSD) HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45 Thin and Light Laptop","₹23,990",/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_13?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-13
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3 15.6"" (39.6cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82X70034IN","₹37,850",/sspa/click?ie=UTF8&spc=MTo4MjQxNzU0ODcwMTgzODI5OjE3NDQwODc0NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDUyNTA0NDYxNDkzMjo6Mjo6&url=%2FLenovo-IdeaPad-39-6cm-Warranty-82X70034IN%2Fdp%2FB0C9JC8XDB%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%253Aamzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0C9JC8XDB%26pd_rd_r%3Dae85487d-7fae-49b4-9c0a-24a4669d028c%26pd_rd_w%3DYOP0q%26pd_rd_wg%3D5mQZ8%26pf_rd_p%3D70fd741c-68a9-470a-9805-115e3115104d%26pf_rd_r%3D0JSZNJVW9R9XVC401GE4%26qid%3D1744087449%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-3-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","₹34,990",/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_3?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-3
"Lenovo LOQ 2024, Intel Core i5-12450HX, 12th Gen, NVIDIA RTX 2050-4GB, 24GB RAM, 512GB SSD, FHD 144Hz 300Nits, 15.6""/39.6cm, Windows 11, Grey, 2.4Kg, 83GS00CKIN, 100% sRGB, 1Yr ADP Free Gaming Laptop","₹63,490",/sspa/click?ie=UTF8&spc=MTo3MzIxMTkzNTc4MjM2MTkyOjE3NDQwODc0NzA6c3BfYnRmOjMwMDQyNjQ4NjAwMjgzMjo6MDo6&url=%2FLenovo-i5-12450HX-39-6cm-300Nits-83GS00CKIN%2Fdp%2FB0D8L6R3T3%2Fref%3Dsr_1_38_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087470%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"HP EliteBook 840 G10 Notebook, 14"" WUXGA Business Laptop, Intel i5-1335U, 32GB DDR5 RAM, 1TB SSD, Iris Xe Graphics, Backlit, Fingerprint, Wi-Fi 6, Windows 11 Pro & Microsoft Office Lifetime License","₹92,490",/HP-EliteBook-840-Fingerprint-Microsoft/dp/B0D9YC8RZQ/ref=sr_1_33?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-33
"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/Office 2024/Cloud Grey/1.58Kg), 82VG00T6IN","₹24,190",/sspa/click?ie=UTF8&spc=MTo2OTc5NTM1ODM2NjM4MTcxOjE3NDQwODc0OTU6c3BfYXRmX25leHQ6MzAwMTExMDI2MTgxNDMyOjowOjo&url=%2FLenovo-IdeaPad-Windows-Warranty-82VG00EQIN%2Fdp%2FB0CN18M8CM%2Fref%3Dsr_1_49_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087495%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"FUTOPIA Ultimus PRO Intel Dual Core ~2.4GHz (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin and Light Laptop (14 Inch, Gray, 1.2 kg)","₹11,990",/sspa/click?ie=UTF8&spc=MTo2MjU3OTA2OTA0NjgwNDQ3OjE3NDQwODc0NDk6c3BfbXRmOjMwMDQ1ODkwNzkxMjIzMjo6MDo6&url=%2FFUTOPIA-Ultimus-2-4GHz-Storage-NU14U3CNC43BN-MB%2Fdp%2FB0D98DS8ZR%2Fref%3Dsr_1_11_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087449%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"AmazonBasics Vertical Laptop Stand with Adjustable Dock and Dual Slots, Compatible with All Laptops Up to 20.3"" (Aluminium, Grey)","₹1,299",/AmazonBasics-Vertical-Adjustable-Compatible-Aluminium/dp/B0BTNT6F4X/ref=sr_1_55?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-55
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","₹21,980",/Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSYS6B/ref=sr_1_31?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-31
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/DOS/Black/1Y Onsite/1.7 kg), 82QYA00HIN","₹21,990",/Lenovo-Celeron-1920x1080-Antiglare-82QYA00HIN/dp/B0C28GQ3YL/ref=sr_1_56?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-56
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14""(35.5cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/MSO 21/Backlit KB/FHD Camera/1Yr ADP Free/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 82XD003MIN","₹66,490",/sspa/click?ie=UTF8&spc=MTo2MjU3OTA2OTA0NjgwNDQ3OjE3NDQwODc0NDk6c3BfYnRmOjMwMDUyNTE1NTE2NDMzMjo6MDo6&url=%2FLenovo-IdeaPad-13420H-Backlit-82XD003NIN%2Fdp%2FB0C9HTBMLW%2Fref%3Dsr_1_21_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087449%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/100%sRGB/MSO/1Yr ADP Free/3 month Game Pass/Grey/1.8Kg), 83DC007LIN","₹72,990",/sspa/click?ie=UTF8&spc=MTo2OTc5NTM1ODM2NjM4MTcxOjE3NDQwODc0OTU6c3BfYnRmOjMwMDQ4MDE2NjU1NTkzMjo6MDo6&url=%2FLenovo-IdeaPad-WUXGA-IPS-100-sRGB-83DC007LIN%2Fdp%2FB0DFQ31CD4%2Fref%3Dsr_1_69_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087495%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo IdeaPad Slim 1 Intel® Celeron® N4020 15.6 inch (39.6cm) Thin & Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home & Student 2024/1Yr ADP Free/Cloud Grey/1.54Kg), 82V700L2IN","₹24,990",/Lenovo-IdeaPad-Celeron%C2%AE-Windows-82V700L2IN/dp/B0DWSZ4MD8/ref=sr_1_5?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-5
"Lenovo {Smartchoice) Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 256 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey","₹18,998",/Lenovo-Speakers-Refresh-Android-Kickstand/dp/B0D6G4SKGK/ref=sr_1_68?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-68
"ASUS TUF Gaming A15, AMD Ryzen 7 7435Hs, NVIDIA Geforce RTX 3050, 16GB RAM, 512GB SSD, FHD 144Hz, 15.6"", Windows 11, Graphite Black, 2.3KG, FA506NCR-HN054W, 48WHR Gaming Laptop","₹64,990",/ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_57?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-57
"Acer Aspire Lite Intel Core i5-12450H Processor Premium Laptop (Windows 11 Home/16 GB RAM/1 TB SSD/54WHr) AL15-52H with 39.6cm (15.6"") FHD Display, 1.7 KG","₹53,990",/Acer-i5-12450H-Processor-Premium-AL15-52H/dp/B0DS62SR4V/ref=sr_1_25?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-25
STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),₹249,/STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=sr_1_38?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-38
"Lenovo V15 Thin & Light Laptop, 15.6"" FHD Display, Intel Core i5 12th Gen (1235U), 16GB DDR4 RAM, 512GB SSD, Webcam, HDMI, Wi-Fi-6, Windows 11, Intel Iris Xe Graphics, Black,1 Year Brand Warranty","₹43,490",/Lenovo-V15-Display-Graphics-Warranty/dp/B0DBLGQVD9/ref=sr_1_51?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-51
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","₹21,790",/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_20?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-20
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","₹22,980",/Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSTHRD/ref=sr_1_23?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-23
