title,price,link
"HP 15, AMD Ryzen 3 7320U, 8GB LPDDR5, 512GB SSD, Anti-Glare, Micro-Edge, 15.6-inch (39.6 cm), FHD, AMD Radeon Graphics, 1080p HD Camera, (Win 11, Silver, 1.59 kg), fc0154AU","₹29,990",/HP-Laptop-15-6-inch-Graphics-fc0154AU/dp/B0D3HG5CMG/ref=sr_1_30?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-30
"Lenovo LOQ 2024, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 4050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV007GIN, 1Yr ADP Free Gaming Laptop","₹86,990",/sspa/click?ie=UTF8&spc=MTo4NzI1Mzg2OTgyNTk0ODU5OjE3NDQwODc0NzA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIwNTYyNTM3NTczMjo6Mjo6&url=%2FLenovo-i5-13450HX-300Nits-Graphics-83DV007GIN%2Fdp%2FB0D49W5KZP%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0D49W5KZP%26pd_rd_r%3D90dbb0c0-c8c4-4e36-a355-f15417d25fd2%26pd_rd_w%3DQBoPY%26pd_rd_wg%3DW0Azq%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DGMFJEB9N19BB3EWD8Z29%26qid%3D1744087470%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"ASUS Vivobook 16, Intel Core i5-12500H, 16GB RAM, 512GB SSD, FHD+ 60Hz 300Nits, 16"", Windows 11, MS Office Home, Transparent Silver, 1.88KG, X1605ZAC-MB541WS, Fingerprint, 42Whr Battery Laptop","₹53,990",/ASUS-i5-12500H-Fingerprint-Transparent-X1605ZAC-MB541WS/dp/B0DGLCTZXX/ref=sr_1_62?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-62
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam","₹16,990",/sspa/click?ie=UTF8&spc=MTo3MzIxMTkzNTc4MjM2MTkyOjE3NDQwODc0NzA6c3BfYnRmOjMwMDI4MTI3NTk3NjEzMjo6MDo6&url=%2FChuwi-HeroBook-Pro-Celeron-Mini-HDMI%2Fdp%2FB0D9RXH8X5%2Fref%3Dsr_1_37_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087470%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 16GB DDR4, 1TB SSD, (Win 11, Office 21, Silver, 1.41kg),Touchscreen,14-inch(35.6cm) FHD Laptop, Intel Iris Xe graphics, 5MP camera, Backlit KB, ek1010TU","₹77,990",/HP-Pavilion-i5-1335U-Graphics-14-ek1010TU/dp/B0BRT8BRKY/ref=sr_1_20?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-20
"Lenovo IdeaPad 3, Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MSOffice 2021, Arctic Grey, 1.43Kg, 82RJ00FUIN, 1 Year Warranty, 3months Game Pass, Thin& Light Laptop","₹33,870",/sspa/click?ie=UTF8&spc=MTo4NzI1Mzg2OTgyNTk0ODU5OjE3NDQwODc0NzA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQyNjMwMTAwNzYzMjo6MTo6&url=%2FLenovo-IdeaPad-i3-1215U-Warranty-82RJ00FUIN%2Fdp%2FB0DFH99H7X%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DFH99H7X%26pd_rd_r%3D90dbb0c0-c8c4-4e36-a355-f15417d25fd2%26pd_rd_w%3DQBoPY%26pd_rd_wg%3DW0Azq%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DGMFJEB9N19BB3EWD8Z29%26qid%3D1744087470%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-18-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"FUTOPIA Ultimus PRO Intel Dual Core ~2.4GHz (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin and Light Laptop (14 Inch, Gray, 1.2 kg)","₹11,990",/FUTOPIA-Ultimus-2-4GHz-Storage-NU14U3CNC43BN-MB/dp/B0D98DS8ZR/ref=sr_1_34?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-34
"Dyazo Laptop Sleeve 15.6 inches, Durable Shockproof Neoprene Case Cover Carrying Bag Case with Pockets Compatible for HP/Crome Book/ASUS & Other Laptops, Notebook, Black (ONE Pocket 15.6 Black)",₹379,/Dyazo-15-6-Shockproof-Black-ONE/dp/B09X66TRW1/ref=sr_1_67?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-67
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","₹36,990",/Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_26?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-26
"MSI CreatorPro X17 HX, Intel 13th Gen. i9-13980HX,44CM UHD 144Hz Mini LED Creator Laptop (64GB/4TB NVMe SSD/Windows 11 Pro/NVIDIA RTX™ 3500 Ada, GDDR6 12GB/Core Black/3.3Kg), A13VKS-249IN","₹4,94,490",/MSI-CreatorPro-i9-13980HX-Creator-A13VKS-249IN/dp/B0CD7GZD42/ref=sr_1_61?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q&dib_tag=se&keywords=laptop&qid=1744087495&sprefix=laptop%2Caps%2C593&sr=8-61
"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W","₹58,990",/ASUS-Gaming-15-6-39-62cm-FA506NFR-HN045W/dp/B0CDQ5CW9V/ref=sr_1_18?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-18
"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU","₹48,725",/HP-Micro-Edge-Anti-Glare-15s-fq5112TU/dp/B0B6F6HN37/ref=sr_1_29?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-29
"Lenovo IdeaPad Slim 3 13th Gen Core i3-1305U (8GB RAM/512GB SSD/Integrated Intel UHD Graphics/14 inch (35.5cm)/Windows 11/ MS Office 2021/Grey/1.3Kg), 82X6004GIN Thin & Light Laptop","₹36,990",/sspa/click?ie=UTF8&spc=MTo4NzI1Mzg2OTgyNTk0ODU5OjE3NDQwODc0NzA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjkzODYyNDgzMjo6NDo6&url=%2FLenovo-i3-1305U-Integrated-Graphics-82X6004GIN%2Fdp%2FB0DKG94BTN%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D34VDZH1H46UCQ%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DKG94BTN%26pd_rd_r%3D90dbb0c0-c8c4-4e36-a355-f15417d25fd2%26pd_rd_w%3DQBoPY%26pd_rd_wg%3DW0Azq%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DGMFJEB9N19BB3EWD8Z29%26qid%3D1744087470%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14""(35.5cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/MSO 21/Backlit KB/FHD Camera/1Yr ADP Free/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 82XD003MIN","₹66,490",/sspa/click?ie=UTF8&spc=MTo0MjE1MDgwODYyNzcwMjQwOjE3NDQwODc0ODY6c3BfbXRmOjMwMDA0ODI4NDM2ODQzMjo6MDo6&url=%2FLenovo-IdeaPad-13420H-Backlit-82XD003NIN%2Fdp%2FB0C9HTBMLW%2Fref%3Dsr_1_44_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087486%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop","₹82,190",/sspa/click?ie=UTF8&spc=MTo0MjE1MDgwODYyNzcwMjQwOjE3NDQwODc0ODY6c3BfbXRmOjMwMDQ0OTUzNzU3NTgzMjo6MDo6&url=%2FLenovo-7435HS-4050-6GB-Windows-83JC00EGIN%2Fdp%2FB0DPQHCKQD%2Fref%3Dsr_1_43_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087486%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Acer ALG Intel Core i5-13th Gen 13420H Processor, NVIDIA GeForce RTX 3050-6GB DDR6(16 GB RAM/1 TB SSD) FHD, 15.6""/39.62cm,144Hz, Windows 11 Home, Steel Gray, 1.99kg, AL15G-53, Gaming Laptop","₹67,999",/Acer-i5-13th-Processor-3050-6GB-AL15G-53/dp/B0DXVKL5GH/ref=sr_1_36?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.qfQtqLtC5P9d79LA-qX4OnGyL-ol9CLh65VUzVorGbWGeTCgkjSBnc92vVs_mbO0CmLrCfyGO5KzNjfSEZtowGDdSzSF5TM8jDrPCTRuO_kQJJBN-Drj6e6cjYcO29_ATFUUSmt4TL0_pdDMT5xFDDipTegwPkZCQp4zE7hVOxvGu3l-a2sUwsHCr2-S7nlc6NqCtHDjmcNZt7mJIwUjXexEOe7SMI-5RoTfisSeQFg.1AHpmwkLrNG69YS6y88Dbxn37GVR8wyo-lKtfWO5UIQ&dib_tag=se&keywords=laptop&qid=1744087470&sprefix=laptop%2Caps%2C593&sr=8-36
"
Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15.6""
                    (39.62cm) FHDIPS300 Nits Thin&Light Laptop (16GB/512GB
                    SSD/Intel UHDGraphics/Win11/Office Home 2024/1YrADP
                    Free/ARCTIC-Grey/1.6Kg), 83EM00GTIN
","₹64,690",/sspa/click?ie=UTF8&spc=MTo2MjU3OTA2OTA0NjgwNDQ3OjE3NDQwODc0NDk6c3BfYXRmOjMwMDQxMzQ1MTYyODAzMjo6MDo6&url=%2FLenovo-i7-13620H-UHDGraphics-ARCTIC-Grey-83EM00GTIN%2Fdp%2FB0DL5N2TFC%2Fref%3Dsr_1_1_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087449%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"ASUS Zenbook 14, Intel Core Ultra 5, 16GB RAM, 1TB SSD, 3K OLED 16:10 120Hz, 14"", Windows 11, MSO 2021, Ponder Blue, 1.28KG, UX3405MA-PZ552WS, Built-inAI, Backlit, Touchscreen, 75WHr AI Powered Laptop","₹93,249",/sspa/click?ie=UTF8&spc=MTo2OTc5NTM1ODM2NjM4MTcxOjE3NDQwODc0OTU6c3BfYnRmOjMwMDQ1NjE3ODEyMTAzMjo6MDo6&url=%2FASUS-Zenbook-Intel-Ultra-Built%2Fdp%2FB0D89NT6VZ%2Fref%3Dsr_1_70_sspa%3Fcrid%3D34VDZH1H46UCQ%26dib%3DeyJ2IjoiMSJ9.Rky3kBtVSeYnLRQPfeRRup43K4dF-Hk_MjTkXH9P1qdFyvB4T7zUoGC98BvCdupp65PU4J5aV7VBqPgDNPVFkFFbRjzNCqMann7YGgvYeFP8kGqC40ooWHf-774U1GDgkTQOrT2e1xf8ow-l3E2e466Udht4BD4eMtmBrCCxu3tKGN2ly7O-snJRDComIOMXbYR-CB1hAdwnagaizyL66kidbx3UFVtcJI6Cn-MvkXk.c6sCXB4FTyJkDgYPjkFX_E5BW82pjWhyH_7zFk6YH3Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1744087495%26sprefix%3Dlaptop%252Caps%252C593%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"HP 15s,12th Gen Intel Core i3-1215U, 8GB DDR4, 512 GB SSD(Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6inch(39.6Cm), FHD Laptop, Intel UHD Graphics, Dual Speakers, HD Camera, fy5006tu","₹32,990",/HP-i3-1215U-Anti-Glare-15-6inch-Graphics/dp/B0CJBL2QWY/ref=sr_1_15?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.rp98xcX_E_AwI1RL8qEmuw5HYdop-So7icMCLC2E4tSLgBEhDbsKKBeAdIoXKBvLS4xpzo6oCFxjykJs4dooniDMf0A9jhNIMa80m0tN9SruKRFawaL_bax3Sa0UgkV_1ZOvHf5ALisAx3GKZHv06DxBuAu4qjLB2YlA6qwd7wXpbVsVMl5wR4LZjXliZXCqPVnYgiX6N1FDpLCIvWKYQXZ1XgJ5g2g0caeUUX9q4SY.60ykO35tbRlzauGVhiB1uQ2t5y7_jb2ymNtNrccTVic&dib_tag=se&keywords=laptop&qid=1744087449&sprefix=laptop%2Caps%2C593&sr=8-15
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021","₹31,990",/Lenovo-Intel-Core-12th-1215U/dp/B0DJCPSV47/ref=sr_1_41?crid=34VDZH1H46UCQ&dib=eyJ2IjoiMSJ9.DOdWy-rC6RiGF2cbWZAbDi20WAjSP66oXcgXpQKNKJp9sbuXi5i8cB-2PuBb_u38b0Ut6hvzYbAgnJhtI3CfSAtN5UTE3KgdBQl7UEVdriDSbSFsXbi46-Lxv00L4kiWgyFfL1qiE2_bRlOKjyPh2nkO_B2eUdE2VoS9MdI0zA6362xl-j5bfGGKEvzaOfXCdYqRUWB1uYqjRCFH1jzla4osrSywlHCRZ19nb-pFGj4.6c9V0B9O4QUMbs-Lfh8lRIMXYrPdpiOJrYFQR0GB1GI&dib_tag=se&keywords=laptop&qid=1744087486&sprefix=laptop%2Caps%2C593&sr=8-41
